LS01A1,LS01D,LS02A1,LS02C1,LS02D,LS03A2,LS03D,LS04A,LS04C,LS04D,LS05A1,LS05C,LS05D,LS06C,LS06D,LS07A,LS07D,LS08A,LS08C,LS08D,LS09A,LS09C,LS09D,LS10A,LS10C,LS10D,LS11A1,LS11C,LS11D,LS12A1,LS12C,LS13A1,LS13D,LS14C,LS15A1,LS15C,LS15D,LS16B,LS16C,LS16D,LS17A,LS17C,LS17D,LS18A1,LS18C,LS18D,LS19A1,LS19C,LS19D,LS20A1,LS20D,LS21D,LS22A1,LS22C,LS22D,LS23A,LS23C,LS24B,LS24C,LS24D,LS25A1,LS25C,LS25D,LS26B,LS26C,LS26D,LS27A,LS27C,LS27D
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.968624896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1548.350898,1287.737599,1893.878468,12.95136297,344.4628697,714.0348627,910.9034605,510.6396447,2593.076332,2645.961933,29.09690068,1185.116816,1418.246814,1034.226385,2819.77487,2431.008039,1418.404742,929.2928614,288.8679925,786.3890068,2315.119469,175.6736425,711.1200868,3663.889376,1337.219491,1578.798356,695.8342806,672.3593903,392.9635007,103.0444587,1694.172033,948.5274038,622.9814175,1015.817272,159.6053138,372.3405137,1300.551101,1828.488287,1343.2585,5.476137214,195.4383529,332.8955828,857.582529,1368.250747,2360.450139,1448.524477,1251.735061,8.906427044,616.1030476,2065.077276,3328.130311,319.3653297,19.67961368,575.5112,11.28412236,502.9666602,1440.682784,933.2637846,1415.165813,1433.781913,864.8612708,710.2228957,540.0873983,841.1574983,1289.126062,2678.141572,1102.485733,1706.139074,2263.595438
2104.804816,1896.66757,1327.003483,10.51943289,409.5435177,864.0187767,1188.749108,718.7237265,1424.924886,1685.942834,6.676305559,1262.477549,1332.709176,1204.632736,2472.352103,117.5370572,0,999.3373272,399.3900827,1041.356788,793.3887629,298.0100287,807.2944576,746.3368937,1247.610552,704.2280216,793.1712801,963.1892631,471.6453267,119.1387325,2085.389802,1026.434465,661.6705699,725.7507606,0,0,924.6439392,2174.756321,92.5608176,0,65.72897531,163.0027546,76.23570246,191.9259865,630.9303606,282.7823102,166.3697007,0,53.56289133,1065.474821,1716.53292,154.1809276,0,518.6917919,0,477.9622142,937.4468737,669.5725987,478.9712735,827.4004359,1021.655181,785.5935034,297.1060806,951.0271476,1477.170695,919.700277,1219.372992,1257.430546,1547.803614
719.6290301,1604.568065,966.2942603,4.592958496,247.1045814,346.6550934,757.1678735,508.7825131,437.590562,820.7749612,15.09762176,705.0239191,477.9542523,705.1286945,1764.87413,18.76707526,11.69180458,603.1012701,191.7601974,856.4685009,187.1790412,119.9304578,554.1528173,270.9231174,847.2311215,81.07111057,283.5345151,544.8393659,360.6946714,45.09290239,1269.382394,654.3233573,563.3836033,334.7207742,0,16.60040205,290.113416,1138.187033,0,0,520.3459761,19.29260988,48.35292909,14.83276891,84.44497488,97.03729515,455.1356135,2.161027564,158.0240898,571.2209095,421.1403874,186.6505666,0,131.3784018,0,289.8562354,599.2664239,221.3609524,222.0317742,553.9186661,132.1428198,257.8790217,391.2367704,424.7098248,721.359674,378.2492632,347.4051819,583.6347205,905.0020177
5176.484444,4868.511111,3563.87692,42.90307679,1040.073715,1843.377407,2354.533925,2520.254165,3556.953016,2835.101399,18.58668951,2206.135946,2682.61441,2079.443488,4971.826657,1568.914765,1666.912165,2547.765896,1392.226993,2717.260291,1323.008684,1462.366263,3139.074282,1796.43763,3362.397286,2782.169245,3875.879232,4061.639242,1850.372928,523.4423921,5345.426372,2083.761315,2770.673869,1607.555596,34.3211062,70.27001422,1878.154217,3591.387565,790.4005342,0,240.3366529,730.1332654,190.5791884,1052.368153,1934.031192,1682.429374,1299.621972,0,794.1245905,2582.83273,3932.079585,381.748479,7.311528674,1409.114201,8.156535767,976.1134615,1890.237776,1621.727165,1686.611723,1956.793137,3106.124141,1524.796204,1342.477545,2042.289212,2620.258582,2312.272273,2285.098623,2127.405641,2652.526806
813.5949164,2184.787551,1017.190394,41.69139321,273.3258569,395.5746572,1238.109418,544.5796456,524.5935693,167.0206752,10.24319354,366.0523642,727.7315797,837.7477363,2670.55367,0,5.404604407,900.3262066,231.014563,932.502595,194.5238379,329.124205,485.2734394,357.3527908,860.2083429,448.2890784,331.3967504,531.450498,514.138069,70.03548139,1362.95078,778.8024096,762.6867756,117.8583689,0,5.80863231,216.8657889,1712.023241,0,3.109466363,396.0200316,0,747.653507,0,132.2943217,156.7563264,230.2888632,7.285088818,25.85289304,807.0475588,2601.338688,162.4195631,0,187.0586374,0,328.6524685,509.327378,127.0649931,212.2616306,797.5788735,501.4720125,194.183304,406.1973237,431.4467464,831.8262849,0,133.25187,605.6782242,1954.35184
0,0,0,0,0,12.34683517,94.25456251,0,0,0,0,0,59.4279171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.848376696,0,0,0,12.36360594,0,0,0,0,0,0,0,0,12.28665328,0,0,0,0,0,0,0,0,0
33.11416406,191.9200395,125.7582827,0,43.59756245,82.4749255,283.6865433,259.5040944,125.593461,195.8615023,0,246.8404134,54.54654907,89.12251191,235.2553496,0,2.65413805,112.85306,71.06413022,143.2144114,16.85949653,132.2198347,108.557613,29.47141678,181.5056826,13.13713628,0,466.8662986,26.27676713,0,179.124422,137.877243,91.838612,29.54228422,0,0,35.0716146,318.3232049,0,4.227462234,0,0,611.512131,0,21.30070664,1.516050692,3.782622824,0,8.378646456,21.38610375,36.96325493,11.97512483,0,0,0,32.7385293,114.9828364,4.003591981,30.10882274,33.18911277,14.88235134,3.192935756,97.9791896,82.9143756,237.664587,0,11.25091805,5.005639713,73.65646467
0,17.59102844,17.50886047,13.15569041,9.418154631,12.56622774,107.8696808,0,0,0,0,0,89.57873675,0,96.1284685,0,0,51.82846047,88.85444006,34.22806644,26.56170459,10.59368996,15.2841967,81.19737581,16.06918971,21.23581219,0,9.41029325,52.88780772,12.11839607,0,6.895813709,14.28515765,0,0,0,0,46.07139031,0,0,0,0,4.176771017,0,0,8.536855652,0,0,0,107.6220543,80.80977651,55.35480731,0,0,0,31.19690794,10.86204282,15.34014557,0,25.1816672,21.30301485,0,53.8697555,6.723458973,0,0,0,0,28.66884146
0,85.22563607,17.52032926,27.05414224,10.68137963,91.96323194,44.94416023,16.88885391,7.282996465,144.7414667,0,0,12.0539291,0,126.8647415,0,0,1.775571724,0,12.31266473,0,0,0,51.09292618,0,1.670306963,0,0,44.27303954,8.951307457,0,3.323753381,0,3.222880311,0,0,0,14.05828883,0,0,0,0,0,0,0,0,0,0,0,15.09715487,16.81167141,6.44438673,0,0,0,12.73747819,10.82790752,3.676638581,18.09900338,19.64829206,9.171063217,0,18.64838814,0,21.94237016,7.3225008,3.218626786,0,55.02465284
0,0,0,2.421875753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251.8576887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6.819320672,13.51302702,8.993902016,41.40340902,0,0,148.6118092,0,0,0,302.4497367,0,0,0,0,244.2046958,171.3357632,68.73326499,18.37345851,68.76660487,0,9.346100424,43.65219413,156.1041667,0,0,180.3646561,0,22.73208568,0,13.24777113,30.98374836,0,0,0,0,0,0,20.30242175,0,60.54080857,0,11.55921251,0,73.37811113,0,0,0,48.80191306,242.0749376,0,0,0,187.4704888,53.66687583,91.03468353,0,22.25124061,0,320.9881671,0,0,56.31042392,0,0,22.97092615,37.22001834
0,0,0,0,0,0,0,0,0,0,0,5.233746001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3562.134708,2799.437648,2003.882056,39.07914093,508.2940831,1248.498138,1595.503074,1704.522395,1668.078182,1913.535831,26.91290383,1025.495514,2667.258638,1029.816397,3599.971384,617.0013245,322.9544707,1762.535921,864.0317591,1709.932375,3921.371029,623.82488,1153.438401,5360.909966,1688.546544,2141.77453,1853.729742,987.3260732,1262.383642,474.4142248,3268.544496,1097.880364,1416.603102,1007.201696,256.3546244,578.4091658,2027.071636,2898.10378,279.3585012,0,539.6573887,168.1949143,37.6249006,365.0812826,841.1124101,621.5425029,473.2766205,0,224.9473871,1736.268212,1228.852201,308.4055863,30.06027761,796.2396679,18.21473373,834.1211138,1334.846469,983.7547417,931.3375651,1134.087689,2179.249335,1143.577133,628.3450891,1738.634168,1427.39724,594.3025179,2488.777845,1208.541453,1354.518971
9.482750618,232.2154664,194.582365,32.19161483,37.22140967,91.82907626,152.1081305,90.792822,145.0876101,767.6363925,0,259.5249777,63.43746006,235.2400598,463.2329628,0,0,349.2424444,7.037141696,39.84977413,21.46536443,0,7.510477243,114.4616713,0,8.996254118,2.375381748,20.81180863,111.6628366,2.422443599,84.9073913,40.75600178,12.42100013,34.68648718,0,0,30.71756009,639.1553263,0,3.756049131,0,0,771.1494049,0,37.71654027,12.3542309,0,0,0,315.3991764,846.3539996,214.6399121,0,118.5869093,0,194.0649151,204.8976309,38.34307094,53.75897267,104.2112194,7.04594162,54.46788115,124.7827793,52.14278131,304.6091441,185.0745825,124.4355929,356.0975445,929.123115
254.4836599,0,0,0,0,0,0,0,0,8.071472904,14.87046739,0,923.2353268,0,0,363.3892048,0,117.5419723,84.8060044,0,919.6379026,195.2007178,0,1497.259198,23.82874634,0,0,0,0,0,0,0,0,0,22.80861484,89.09869421,680.738083,0,0,0,0,0,0,75.37003969,0,155.9946932,217.4939886,0,0,0,0,0,0,0,0,0,0,0,0,152.0790072,0,0,0,0,0,0,448.360805,53.63439796,247.723087
0,0,0,0,0,0,0,0,0,0,0,0,271.8474624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87.39474221,24.08219238,18.71302595,0,0,12.68925774,99.05415028,23.41915461,9.09680346,98.76466963,0,100.9735444,38.21664517,0,240.4129462,0,0,0,0,0,4.640482724,0,0,130.3552802,0,2.337257236,0,24.31614971,63.87723768,0,3.054832763,33.11192467,5.964615347,10.16352525,0,0,0,54.03951615,0,0,0,2.033691693,0,0,12.84975534,0,0,0,0,32.94071344,27.03479203,9.249751005,0,0,0,30.37983918,28.00837405,20.46706988,20.03106817,27.31678489,0,0,15.90656427,12.6225673,3.599822413,0,8.554587947,51.1683686,40.96448746
0,0,0,0,0,0,0,0,0,0,0,0,58.67680995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.98846401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3090.736977,3345.392342,2779.464955,0,772.1244237,937.8838589,1559.190036,1729.033391,2982.37984,769.6850896,14.79377438,977.1134769,1629.14262,1092.354193,3563.367276,680.406971,1434.839199,1771.234492,1086.570071,2045.691907,1412.814357,1357.40804,2762.419314,512.8605302,2286.087192,2198.013665,2563.394396,2536.979059,1239.843987,173.8113025,3847.632882,1306.909697,2106.218795,960.9464052,15.82704619,43.0600755,1129.623127,1431.132695,320.1233786,0,73.6637795,408.3650703,84.04506276,116.6750686,1020.91912,1429.815446,971.9681949,0,531.8051657,1542.222333,856.9232129,341.2194117,0,755.8147713,5.974216183,565.142906,418.6822054,1121.32651,1481.903503,986.206361,1683.763744,1029.28169,916.5294361,1235.335944,1290.24211,806.9220573,1231.423731,539.7202904,758.3207813
3998.645785,4371.698207,3071.370379,33.0464041,747.5867619,1171.448772,2189.380614,2169.410098,3458.756285,2651.606764,14.9680556,1832.228989,2085.598359,1888.886618,4461.590193,1744.724722,1528.31274,1850.149414,932.2389649,2363.159115,1516.828338,1346.328898,2371.109285,1188.393061,2863.983737,3047.685037,2257.602856,3383.755209,1209.343193,143.0686995,3992.586673,1788.335528,2037.249875,1198.441808,21.77323445,51.89306343,1417.22704,3264.195383,1101.870335,2.881329413,63.44872602,373.8015996,892.6586536,1472.92128,2631.473806,1804.441135,1176.949934,0,661.3013406,2289.439841,3631.491224,400.8685507,0,768.1656305,7.560199741,837.1534935,1550.671483,1246.495166,1682.647347,1723.152215,1568.398468,1035.125118,968.3530706,1374.003323,2176.265312,2663.536852,1426.144945,1624.056541,2412.099664
4506.680606,4202.965857,3343.160898,28.60706356,1179.277273,1377.072394,1979.26859,2023.591726,3655.058695,2152.023866,18.39318417,1422.780813,2552.151104,1540.758955,4518.140501,1284.638168,1640.624571,2522.701376,1673.201414,2614.836238,1272.825165,1452.611747,4242.467459,943.5211375,2805.640269,2505.954671,3424.605879,3062.750333,1818.40006,575.7718919,5431.740789,1618.018906,2858.238023,1516.802899,11.59893777,16.2499342,1755.50053,2383.065582,297.5102319,4.69614435,460.852101,620.0361966,949.3464716,616.8769982,1103.955888,1516.684202,1288.653673,6.997330373,759.6324024,2218.382197,2741.448538,406.4661604,0,1244.348043,7.372068439,840.3539516,1576.602982,1538.14451,1454.323349,1723.367798,3128.188043,1331.736413,1405.985012,1844.685705,1873.551682,909.0520018,2031.050627,1405.258482,1927.404385
0,0,0,0,0,0,0,0,0,0,0,0,40.86260077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.0561096,68.70882424,468.1602293,0,14.03058942,13.45601149,223.4828981,0,5.881094286,0,13.95409985,11.64481649,1506.648632,65.1972859,1809.968352,2932.048584,63.41483952,90.69579841,146.3639749,143.0549324,7.785601174,26.07100751,58.69544153,73.78186503,23.49751931,6.154091812,2.269538235,32.83847193,325.0550669,8.658416291,31.99745384,26.47194836,27.24436604,74.6038446,0,30.65762174,82.97075037,75.56315569,0,0,1634.947404,16.93658202,52.70149449,0,0,0,1811.607191,29.68129814,545.1052381,368.6993068,3567.168059,304.6277311,0,0,0,47.05806405,4.335620698,28.32612534,25.46617756,660.3525554,19.86586963,1126.92363,138.3358733,18.41166526,11.94027592,0,61.62654114,31.53116729,1437.994626
0,0,0,0,0,0,0,0,0,0,0,0,338.3973164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.67650299,0,0,0,0,0,0,0,0,0,0,0,12.46113806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3568.740188,3766.096774,3287.607189,36.34049281,1048.560083,1075.553497,1617.242878,2114.645119,3001.76719,991.1958304,17.58086243,1333.962759,2381.076777,1197.838607,2971.785625,456.5816722,1680.80961,2175.79484,1509.734502,2196.008698,2902.453456,1665.223677,3935.609181,3115.564723,2261.783042,1834.948255,3829.475414,2520.862457,1741.449629,488.9657543,4481.834197,1345.10856,2621.053588,920.1614014,112.0157902,367.3629819,1694.700028,1020.71466,487.8997801,0,610.322035,618.0051056,791.0807404,126.695749,481.6051041,1591.455769,1168.626674,11.3960648,775.3123361,711.0425537,829.323617,282.9072639,20.09993808,1197.32207,10.92130022,702.0846093,610.1176445,1388.114785,1538.50013,908.228303,3063.567076,1606.569089,1108.930075,1455.585146,1792.557784,572.5475281,1364.021349,359.6488578,992.6514444
2.944834372,20.84979867,7.345732152,15.80833955,0,5.862591142,123.9278493,0,0,0,0,0,0,16.04120865,32.16789844,0,0,38.81970691,92.76591673,51.36305426,5.805153701,11.56141487,33.61509699,55.12917064,20.45981218,0,0,19.61264327,0,1.467191347,0,11.80024734,4.396518517,0,0,0,2.929219292,60.65882999,0,0,0,0,5.876049303,0,0,0,0,0,0,90.68653834,32.06389293,0,0,0,0,0,4.418111024,10.28829565,10.26182775,7.352895181,0,0,0,24.47442038,0,0,0,0,39.56161567
3063.366811,3783.875367,2094.397046,32.64777578,543.9156368,1274.028817,1777.315853,2194.147748,1313.682718,1823.451498,0,1515.725965,1608.98471,1620.328674,2478.872127,80.88331101,1258.770883,1516.066156,697.6124082,1755.413077,595.5639604,832.8281615,1391.517156,530.3020129,2298.906385,590.550575,3040.099117,3620.939822,1412.414022,307.7382092,3118.437738,1400.9356,1708.617543,829.6741154,0,0,955.3316017,3091.002939,63.08905071,0,203.6937671,505.3336291,17.71348563,145.6265045,569.9119521,372.2312386,743.1555396,0,571.2587014,996.991493,1395.728372,125.418058,0,1267.007492,0,527.4758923,1112.259676,665.627732,427.9356351,725.1794558,1970.64535,1132.81449,323.1210461,1474.384789,2019.084071,995.2083551,1811.939375,1153.116025,1370.536346
27.1242825,111.5448106,2.036992481,0,8.816537766,222.7772684,36.64311484,26.2770544,5.627739567,0,0,32.89301955,2.048714075,0,20.41618057,16.88853539,0,1.364264757,8.564004683,48.39196045,7.95275156,0,19.65908197,0.663129974,0,0.682593857,14.45245114,0,39.66763806,6.630533369,222.9577495,23.19057741,8.853730093,25.18204714,0,0,0,125.7733321,0,0,0,0.670241287,0.682593857,0,0,0,2.686414321,0,0,30.28982413,0,0,0,0,0,6.217694987,15.93490452,10.0059013,2.943653989,8.757709509,0,0,0,2.043846023,0.679809653,0,0,56.60755392,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.330667068,0,0,1073.983202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2436.095362,1113.513286,1169.421868,9.601284892,264.6380537,640.2576442,416.119396,1193.716159,181.8081474,558.1364952,19.70744409,506.0432193,1714.974424,335.379507,1682.076979,644.1120925,1146.624226,1192.911666,296.9413085,524.0160873,3168.672314,214.5199201,279.0332959,5104.678884,48.87717599,625.4375463,2477.340929,1981.932642,915.2615041,110.5160027,547.1290967,775.7930224,1041.731673,15.06728819,144.6189786,433.5446276,1250.657377,1224.442567,4.839987212,0,325.0090274,569.7748371,42.29701028,69.45302879,13.26380926,334.8024935,691.7728847,1.318047869,498.894798,891.4298842,199.7480732,271.9572225,21.14517614,0,7.037034243,400.2640069,170.4087096,368.8114306,133.9468979,795.9528388,1427.666704,738.3118684,239.5919337,1120.787209,627.7814528,214.0854799,1489.301512,79.48799193,371.8303725
276.0423963,3.135417135,0,0,0,0,0,0,6.368186304,102.5162684,2.988299908,0,566.8801165,0,0,261.6292083,7.718374313,72.25915592,40.86019738,0,2262.999611,121.7628521,0,3364.277725,6.424699677,0,0,16.16750865,25.21716475,0,12.05119894,0,0,33.00762709,70.45502438,244.370031,302.5897414,0,0,0,40.18382007,2.137223495,96.15308435,31.55417293,0,80.94330875,284.7502696,2.283950507,82.32987472,0,0,3.200622456,23.71053884,0,11.44347147,0,6.403137036,0,0,105.305248,0,264.0041779,3.199535845,0,0,0,235.6768785,44.72164831,87.87710479
704.0634093,1917.690898,788.4280714,3.46293339,218.1798805,175.9632849,926.7496909,1008.184358,324.9489143,198.1624185,3.384557685,562.8840744,78.5641535,772.9686085,629.1895004,18.70234151,0,254.8746444,320.6083981,889.8571443,200.3775974,506.9684216,662.301009,193.134311,1380.893437,39.70068591,1035.938931,2546.070607,107.625568,26.646722,1004.786685,681.7933433,580.2372916,21.06419244,0,0,0,1462.303057,0,0,7.554533793,12.85169379,3.788923368,0,10.47015647,3.109736168,0,0,0,12.9368943,28.42998577,19.33411372,0,97.01443656,0,46.29200809,258.519404,5.220619137,84.07476218,96.40054122,32.80718713,134.6907657,21.77525648,240.3061211,871.7554228,0,50.81230098,42.15106959,304.7624215
0,0,0,0,0,0,0,0,0,0,0,0,63.91248132,0,0,0,0,15.58523059,0,0,3.244198987,0,0,0.885306472,0,0,0,0,0,0,0,0,0,0,0,0,4.795413873,0,0,0,0,0,0,0,0,4.567049728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3.052289894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.50278591,0,0,0,0,8.352230934,0,0,0,0,0,6.98428896,0,0,941.6728109,0,0,0,0,0,0,0,0,212.6471268,0,0,0,26.9563868,0,0,0,0,0,0,0,0,0,0,0,0,0
609.236448,325.354602,311.8418684,0,43.2392547,209.3929651,109.9033559,255.4690441,46.94487559,317.855857,0,18.77596969,820.6446988,70.61019414,308.416908,0,402.4811757,270.6551821,3.749248604,245.3943159,552.2644538,12.32471987,76.05167061,487.8065859,0,95.44822965,319.3161228,6.770898494,774.9427147,17.13866806,7.078039282,217.4478793,382.4927536,10.78169195,3.883000969,0,368.7340282,95.08735805,0,0,128.1119017,205.3219216,60.0101413,0,0,139.2275827,114.9981065,2.136009777,140.8447485,63.19449464,58.17217043,151.2535176,0,6.592420274,1.694788419,208.4252921,2.737757554,15.49767854,40.92354258,113.1017043,382.4451707,168.070435,95.50228684,349.2843955,86.35183384,10.84195931,434.1542174,13.98072832,175.4020258
0,0,0,0,0,0,0,0,0,0,0,0,25.44747868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,103.6944792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.891875105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,70.64236098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.640493766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,38.4955766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.827458163,97.1714807,156.2429153,0,15.24692488,7.895746194,15.48611019,0,0,0,1.38470599,1.391590691,118.7886807,0,145.6450374,0,0,228.3774409,0,31.34082325,10.12339789,0,9.141600715,101.6347473,0,10.54852111,0,0,41.7379965,7.822476566,0,9.199904282,4.11041384,3.131616472,0,0,17.69884154,2.845483115,0,0,0,0,0,0,0,0,4.394265967,0,0,311.8492692,267.4688265,192.5631663,0,0,0,22.46446133,3.773392603,0,0,104.8446113,7.573869735,0,49.06327484,0,0,0,0,0,22.0040513
0,0,0,0,0,15.55355867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.537074338,0,0,0,0,0,0,0,0,0,0,0
3458.324064,4326.232507,2921.484031,35.32883844,684.9555864,940.3810696,2165.453201,2092.787782,3303.125644,2536.372018,15.31102883,1729.832562,1421.521449,1854.90878,4220.569755,1290.527734,1068.349006,1561.01266,976.9141342,2326.756049,1004.84585,1260.559756,2560.877676,457.1938209,2864.963296,2193.199727,1976.591262,3130.055731,752.6448155,138.6756769,3741.330025,1765.498793,1901.631671,980.210581,13.99328235,38.29948299,1072.980609,3138.172071,956.1408323,0,26.89441785,230.0675404,857.8564258,1403.107344,2535.030673,1603.500585,952.402111,0,494.9832292,2196.599886,3330.953642,364.7096392,0,681.8175765,3.123452394,537.3684481,1558.468897,1148.11088,1597.137873,1656.73023,1277.538957,1013.218799,885.3402257,1326.41829,2152.566656,2578.288728,1346.204327,1463.894806,2328.946405
4102.562446,4721.790195,3209.354779,18.36415644,803.7641936,1108.663345,2307.626228,2488.199793,3116.152272,2330.148294,22.89951322,1721.118839,3001.992498,2057.558571,4636.741455,926.4554208,1213.829265,2251.810945,1093.02599,2543.562416,3145.482433,1286.140675,2525.423306,4348.925038,3399.487029,3106.178495,3018.913023,3522.610019,1562.678965,445.7150146,4190.894305,1909.979927,2427.840142,1355.552207,130.4093724,433.3786394,1956.151449,3261.217673,1258.517871,2.855122657,49.44819538,379.5990499,761.1145875,331.4932909,952.9040723,1184.762826,1187.4624,3.370334058,727.2815876,2326.195779,1486.76445,255.9109378,20.35364549,1245.315701,10.51454757,1049.28244,1733.002448,1550.299336,1583.286735,1951.053788,2887.225503,1420.118612,1383.311549,2231.230279,2508.254889,972.8546074,2425.598453,1846.487489,1982.084754
0.958763606,3.361614991,29.80549086,0,0,4.060060671,12.39854042,8.420280171,0,0,0,0.918623452,9.212264441,0,6.750601982,0,0,0,0,7.668442076,0,0,0,12.01988763,1.866258959,6.419501754,2.12900747,25.91394332,59.2989109,0,0,0,0,0,0,0,1.417673064,31.93090461,22.52429269,0,0,0,0,0,0,25.81558829,0,0,66.65195572,3.246788805,0,26.65609886,0,0,0,15.73030582,0,19.46100741,0,1.937626107,34.52715514,0,12.60825076,29.51572002,2.946390912,0,0,4.149093549,0
4413.542109,3486.864995,3329.853336,18.69495287,1088.864413,1230.318218,1771.542858,1910.402212,3511.386757,2046.658398,32.95440567,1155.00548,2427.202073,1466.481739,4171.259455,1350.359908,1717.203359,2678.82996,1564.009009,2454.901519,1176.966258,1816.971111,3914.389121,1328.146357,2666.148768,1919.06221,3940.225281,2862.355699,1743.450015,523.2698579,4966.741765,1404.407818,2812.795466,1323.99103,31.98137946,57.85882832,1821.35685,2035.277789,191.0741274,5.105728954,324.4625909,800.1582074,1415.437634,119.0484,725.5354983,1249.926026,1331.264849,10.2920085,906.9264146,2215.73377,2676.115317,354.3617311,1.445987125,1422.264712,10.31502954,704.8910924,1411.641832,1444.171885,1629.458617,1592.236735,2915.416122,1354.640064,1391.294394,1801.289053,1813.263055,574.1864672,2072.549358,1181.491409,1838.626918
0,0,0,0,0,0,0,10.1360476,0,0,0,0,0,18.33880228,62.82377346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.78024242,0,0,0,0,0,0,0,0,0,0,0,36.70098636,17.78952139,0,0,0,0,0,16.27165471,0,0,0,0,0,0,0,11.92882755,0,0,0,0
68.23950099,120.4862621,114.1767675,0,14.17094791,55.9506103,346.0949759,136.8994058,0,0,0.825860561,0,385.2691367,58.75608662,160.3979277,34.60536779,0,67.23833688,219.9456212,163.4711243,47.11687351,13.29278566,104.2260726,60.39842197,49.45421222,29.98973467,191.2125006,17.79561494,161.2187154,17.16996748,0,113.6644957,48.56065182,0,0,0,0,138.8439883,0,5.584948448,17.80539776,0,881.3322197,0,0,12.61273847,0,0,0,237.6469141,157.1351298,58.40519933,0,0,0,142.5728134,91.04789006,31.42182512,127.6006281,130.8418273,53.33127712,0,110.1656387,256.5685247,41.43213366,0,79.14789614,0,100.8343225
0,0,0,0,0,0,0,0,0,0,0,0,45.48119686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.442594228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
