LS01A1,LS01D,LS02A1,LS02C1,LS02D,LS03A2,LS03D,LS04A,LS04C,LS04D,LS05A1,LS05C,LS05D,LS06C,LS06D,LS07A,LS07D,LS08A,LS08C,LS08D,LS09A,LS09C,LS09D,LS10A,LS10C,LS10D,LS11A1,LS11C,LS11D,LS12A1,LS12C,LS13A1,LS13D,LS14C,LS15A1,LS15C,LS15D,LS16B,LS16C,LS16D,LS17A,LS17C,LS17D,LS18A1,LS18C,LS18D,LS19A1,LS19C,LS19D,LS20A1,LS20D,LS21D,LS22A1,LS22C,LS22D,LS23A,LS23C,LS24B,LS24C,LS24D,LS25A1,LS25C,LS25D,LS26B,LS26C,LS26D,LS27A,LS27C,LS27D
0,0,0,0,0,0,0,0,0,0,0,0,48.33185407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.820601106,0,0,0,0,0,0,0,0,0,6.131396425,0,0,0,0,0,0,1.845755782,0,0,0,15.08518217,372.9063305,0,3837.687212,0,0,0,129.3876676,8.351681632,5.978360064,0,0,0,0,0,0,0,0,0,0,0,0,59.53618352,0,0,0,0,0,0,0
92.1698667,590.3415298,971.4444389,39.07645643,86.84092593,195.8251448,443.5485989,232.0428888,49.42877269,900.4505555,20.89173827,0,312.2638545,68.11384009,2035.212651,65.07223874,35.20268068,527.0193515,121.5698441,184.6699264,113.5478041,105.990667,42.34943613,150.0252294,33.43903707,85.11531954,44.4823066,17.00216529,533.6899524,66.09094899,165.0089934,128.6331919,90.8481374,88.70221698,0,9.493323917,86.78128459,720.1074156,0,15.6760088,589.6470702,0,2660.460618,3.543317934,57.65758787,93.2089524,464.0372375,12.90267492,149.6278595,564.469291,3665.856173,471.66071,0,23.38194712,0,114.9899844,99.6577879,27.88544777,138.5837952,783.8970693,138.6395481,182.9562291,252.6367389,12.78319315,77.63823523,34.71690124,167.6670943,33.10219759,1628.10978
61.78120595,653.9459537,1156.605445,29.79797761,77.15653113,174.5514413,398.3782835,216.5381387,34.86281485,910.0621385,21.01361124,0,426.2613447,47.34561129,2115.47583,168.0700575,103.1527415,507.4615613,84.49035301,138.1701405,75.99490666,96.5335636,29.01215582,107.8136474,21.44089446,61.57203975,28.62151449,11.77664092,596.1682783,55.13157369,113.8011608,105.7888577,62.28370592,104.1164713,0,15.71953138,95.2342206,672.5083691,0,4.700724454,506.0490864,0.836267713,1264.890899,2.661484165,76.81174519,80.52518172,630.3285868,7.115126307,172.5753978,720.9358463,3115.830065,294.820712,0,18.27356452,0,264.2087193,121.8123613,18.05889574,118.8483153,888.109785,108.6759353,268.6246624,295.9097009,9.805338716,56.88600013,34.95826892,174.5841797,28.09908063,1413.543401
158.0169252,218.4630787,333.4786412,26.68288141,25.54142922,118.0020669,202.4310976,175.2536353,6.144929133,0,7.801059452,10.9335463,464.7691914,112.1100317,883.0156946,0,0,567.6600043,159.4495236,148.3694004,43.65178711,57.59230272,43.75597487,338.4618491,49.59659567,38.42953672,0,81.70480752,0,6.888356236,12.6663223,60.00226479,98.85064148,29.45657305,0,0,110.712856,210.8599527,0,6.602688379,0,0,817.783672,0,0,25.5331666,0,0,0,480.9828616,980.0645174,16.05053627,0,0,0,0,146.0196982,41.3226042,50.09013153,275.689235,78.14913268,0,145.8349966,0,0,0,0,65.83082704,256.6409954
0,0,0,8.420176726,0,11.8434718,219.4901668,8.667456634,0,36.48751862,0,0,296.4833886,81.31818671,0,0,0,0,0,0,0,0,0,182.9773712,0,0,0,0,67.57146288,0,0,305.980709,0,0,0,0,0,0,0,0,147.8342912,0,289.291778,0,0,0,273.0889966,0,0,0,0,0,0,0,0,0,0,0,0,15.96552101,0,194.4423759,0,0,0,0,0,0,48.44591157
0,40.67238966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.72318569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.61498832,0,0,0,0,0,0,0,0,0
0,55.09677257,0,51.01550816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.9600678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1657895,0,0,0,0,0,0,0,0,0
10.97570097,3.16119691,0,0,0,0,13.74289837,0,0,1.283161413,0,0,3.228608572,1.060274279,62.18551012,0,0,1.915381128,6.207492502,0,0,0,0,0,0,0,0,4.086928851,0,0,4.182051358,2.171459154,0,8.280950353,0,0,0,51.40193046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.882561435,2.40655193
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.637437664,2.34479325,0,0,0,0,0,0,0,0,0,0,6.485309591,0,0,0,0,0,0,0,0,0
31.53941458,2.880425951,0,0,0,1.387632799,12.75728196,0,0,4.336815262,0,0,3.479709144,0.727608505,63.3122452,0,0,1.647520523,4.758237682,1.377374512,0,0,0,0,0,0,0,4.232578854,0,0,2.792991716,2.767610267,0,7.040053436,0,0,0,52.72240929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.458080038,0,0,3.900176469,1.58307993,1.427848545
227.0976096,307.8344638,405.3734731,24.60299881,98.5073137,144.1052519,218.4986241,287.040772,0,177.2545881,6.154126657,3.29696786,1301.278878,21.46353731,1220.716241,314.9444587,0,792.9666917,63.5252803,118.4985623,1417.361949,108.8548038,43.17254821,1244.923655,46.2682008,1470.423185,1567.656991,846.9400486,982.7386773,254.3420863,3.221775501,247.7497226,313.7107975,3.21915028,7.011955213,47.46824458,952.8409042,104.2959062,13.35284637,0,29.67125756,6.18023438,21.61276976,47.35102031,0,221.7089886,14.80264477,0,0,448.7023345,345.9033821,136.4419136,0,0,5.006783981,484.5370882,133.5145997,28.36612047,91.90725816,311.783645,587.4431793,323.4170584,333.0106135,221.2489833,27.93985415,0,488.6532495,14.92383263,376.397893
0,0,0,0,0,0,10.16627455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.568080524,2.685754706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.114115045
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.637437664,2.34479325,0,0,0,0,0,0,0,0,0,0,6.485309591,0,0,0,0,0,0,0,0,0
281.030975,79.16617919,64.18674,25.83700949,0,39.13966614,294.572388,77.70850785,32.49932591,211.5984579,0,195.185558,178.2311535,20.67604229,666.3951007,0,0,0,0,0,17.10373551,0,0,416.4728658,98.74694546,7.286393466,0,0,235.9142694,0,9.749181302,130.5296611,19.36331302,31.5036157,0,0,0,149.1599493,0,0,27.20142333,18.6620278,0,0,76.01952374,0,48.65053647,0,0,109.8677607,306.5260238,29.83476125,0,0,0,75.89449291,98.87212574,62.42855881,72.32485855,91.48016395,0,0,46.69401418,61.69818036,99.46929159,18.1652754,28.7990702,83.97800062,250.5461765
3.560348301,25.92478072,59.21536798,0,15.47366906,13.1216465,8.606751921,7.177636411,0,0,0,0,58.8947419,0,350.8821568,0,0,108.6126966,0,8.241453393,3.513441894,0,2.643868454,27.63367747,0,4.382205204,0,0,5.194383997,1.753894118,0,1.812279841,6.2056378,0,0,0,8.261036357,1.707708648,0,0,0,0,0,0,0,12.94441907,9.427568133,0,0,46.82652851,49.52012577,0.926416872,0,0,0,0,6.713584977,6.869832556,0,11.13196163,0.908762792,0,5.897485321,0,0,0,0,0,47.43505327
8.09081544,6.271540198,0,0,0,3.267043111,14.5362742,0,0,3.108044717,0,0,32.10054517,1.94793891,77.68850036,0,0,8.500924849,9.228424529,2.697327898,0,0,1.630016132,9.044400965,0,0,0,4.060174133,1.963334079,0,8.919548628,6.11005203,0,10.90954233,0,0,0,48.16301802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.053435554,0,3.487834622,0,0,0,0,2.061387027,0,0,2.018081627,14.65442766
1075.392499,2555.502189,1105.733109,9.26798183,459.6720825,174.5018628,999.720416,1200.81721,1047.304508,345.1960489,23.98529115,1069.336794,370.5280591,1071.11604,1423.534514,61.07500629,7.437834315,498.8007029,615.8176374,1200.11883,263.2735756,1100.438655,1868.384271,268.8592281,1864.726827,127.4515897,1307.194832,2304.66628,432.3807198,81.97203059,2499.846069,726.4531345,1113.482315,40.07048478,0,0,133.900861,1464.503907,0,1.768862057,44.87563697,11.04318087,836.9535216,5.871696065,24.36915161,22.42677388,163.4650447,12.18132721,34.36321429,196.4166046,1940.544446,294.1638752,2.026172292,179.3959055,0,105.2219023,583.6024754,29.0170451,302.4842836,508.5502871,202.2351931,204.7949462,132.8907795,468.7566543,1312.81513,0,484.4674033,71.53374697,1256.669558
