LS01A1,LS01D,LS02A1,LS02C1,LS02D,LS03A2,LS03D,LS04A,LS04C,LS04D,LS05A1,LS05C,LS05D,LS06A2,LS06C,LS06D,LS07A,LS07D,LS08A,LS08C,LS08D,LS09A,LS09C,LS09D,LS10A,LS10C,LS10D,LS11A1,LS11C,LS11D,LS12A1,LS12C,LS13A1,LS13D,LS14A1,LS14C,LS15A1,LS15C,LS15D,LS16B,LS16C,LS16D,LS17A,LS17C,LS17D,LS18A1,LS18C,LS18D,LS19A1,LS19C,LS19D,LS20A1,LS20D,LS21D,LS22A1,LS22C,LS22D,LS23A,LS23C,LS24B,LS24C,LS24D,LS25A1,LS25C,LS25D,LS26B,LS26C,LS26D,LS27A,LS27C,LS27D
0,51,41230,0,0,4283,2492,122274,33387,266689,0,0,1489,3064,61846,23976,0,0,18659,0,0,4443,0,0,0,0,0,68563,0,13302,2266,0,8407,48,0,0,0,0,11188,11333,0,0,0,0,0,0,0,0,0,0,0,49727,13137,0,0,0,0,266,0,0,0,18747,66017,9176,0,6941,0,5171,890099,3025,17966
1421638,16191,153,0,0,36875,7422,6828,0,23789,0,0,0,96363,0,135506,1122,0,26973,0,163569,0,0,941,2010,0,899,19997,0,2081,734,0,21883,37103,0,0,0,0,0,10325,0,0,1499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546,0,0,0,0,0,0,109591,0,8191
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39021,0,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25870,0,0,1792,0,0,0,0,0,0,0,69840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,695,0,0,0,0,0
0,0,953,0,382,0,0,0,0,0,0,0,3170,1588,0,0,0,0,681,0,0,0,0,0,0,0,0,0,21142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574,866,0,0,0,0,0,0,0,0,249,0,0,257,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,21033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,34490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,969,2051,0,39,2514,0,0,150,0,0,0,7052,225503,256,3016,0,0,875,0,0,0,0,0,702,0,0,0,0,106073,0,1203,219,0,0,2936,0,0,0,3834,0,0,0,0,188,0,47726,0,0,0,0,37,0,1361,0,0,0,13209,3232,333,2535,889,808,440,7659,0,0,0,0,0,4342
0,1191,0,0,0,3338,0,0,0,0,0,0,0,227716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,843
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9390302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2251392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77117,96707,0,0,5800,0,80575,8188,9284,0,0,4413,0,69649,119579,62259,0,0,1190,0,84502,1125,27571,45447,0,1981,0,0,34368,0,0,8181,21698,22003,0,12835,0,0,0,59276,0,0,0,0,0,0,0,0,0,0,0,0,2389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36138,66360
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2131,0,0,0,0,0,0,0,0,1065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1065,0,0,0,0,0,0,0,0,1065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2063
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1683,1935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28557,0,0,0,0,0,0,0,0,0,0,0,0,0,1039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2046
8950,6012,108505,0,0,0,2651,0,0,0,7749,0,17411,4339,0,134539,0,0,7136,0,0,493,0,0,0,0,0,0,0,0,0,0,510,0,0,0,0,0,8794,0,0,0,0,0,0,0,0,0,0,0,0,195900,1783064,6044,0,0,0,0,0,0,0,603185,13992,0,11572,0,0,0,0,0,113467
0,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1072,0,0,0,0,0,0,0,0,0,0,2916,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1188,1174,0,0,0,181,0,0,0,105,0,0,0,0,0,0,0,0,0
511,5293,0,0,88,0,764,0,0,0,1579,0,1524,0,0,1132,0,0,2207,0,315,0,0,0,2391,0,176,0,0,0,0,0,0,0,0,0,0,0,2185,78,0,0,0,0,0,0,0,0,0,0,0,0,4921,3861,0,0,0,0,0,0,0,1246,0,0,1059,0,0,0,0,0,778
0,13718,0,0,689,0,0,0,0,0,0,0,0,0,0,105061,0,0,2997,0,3530,0,0,0,13373,0,0,0,0,0,0,0,0,0,0,0,0,0,3551,0,0,0,0,0,0,0,0,0,0,0,0,1799,16848,12441,0,0,0,3603,0,0,0,687,0,0,8861,0,0,0,0,0,9714
0,1143,62475,0,0,0,86,0,0,0,0,0,2552,6389,0,378866,0,0,8557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2530,10313,0,0,0,0,0,0,0,75826,18557,0,12188,0,0,0,0,0,139168
7460,71219,577031,0,4543,0,4254,0,0,0,3166,0,0,134978,4425,2382631,0,0,36553,0,29175,3344,2552,0,92722,0,9242,0,0,0,1225,0,2892,0,0,0,0,0,0,8931,0,0,0,0,0,0,0,0,0,0,0,196828,2497367,41173,0,0,0,10433,0,0,0,196616,10920,865,245577,0,0,0,0,0,2437034
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36052,103550,82503,0,8184,26527,67504,109270,0,0,0,0,14204,278550,0,42877,17219,0,16930,0,63840,10356,0,15250,3862,0,2125,211699,0,53493,597,0,94978,53137,0,0,0,0,0,0,0,0,21353,3917,25383,0,0,0,0,0,0,126056,43341,0,0,0,0,19600,132384,6673,79371,73288,5711,0,0,245969,45679,0,59930,0,209272
0,0,0,0,0,0,0,0,0,0,0,0,5618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,757,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,45168,0,0,0,0,0,0,4859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,43237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,231428,46,0,0,21809,0,0,13796,9635,0,0,0,0,0,0,0,1159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0,0,0,0,8695,0,0,0,178,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2636,0,0,22018,11759,0,24730,41797,0,0,1991,0,0,0,0,0,0,0,0,186,0,0,4173,0,0,14212,0,1907,515,16545,0,0,0,41323,0,0,0,38416,0,0,0,0,0,0,0,0,0,0,0,1791,1278,0,0,0,0,0,366,0,14569,812,0,0,0,0,22578,35147,12704,64118,15468
0,483,8233,0,0,36959,19619,0,0,0,0,0,3863,0,0,0,0,0,0,0,0,2187,0,0,6577,0,0,27203,0,4200,0,37224,0,0,0,86981,0,0,0,82463,0,0,0,0,0,0,0,0,0,0,0,5689,3669,0,0,0,0,0,2643,166,34477,2716,0,0,0,0,55913,73690,28661,147119,43167
0,0,0,0,0,0,0,33179,0,10105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,555,0,0,0,0,0,0,0,0,0,0,9585
0,0,0,0,0,125574,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3974,0,0,0
0,0,46783,0,0,0,20291,69996,50580,1844511,0,239383,16690,0,367072,0,0,0,660291,0,0,32089,0,0,0,0,0,0,16361,138214,0,21003,28903,0,0,63726,0,0,41721,815825,0,0,0,0,0,0,93038,0,0,0,0,768605,2201038,28453,0,164780,0,566335,165217,96162,83376,124475,0,45883,12961,0,229692,907656,334412,1337782,1687945
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,0,0,3823,0,418496,54,0,0,0,0,0,0,0,0,0,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37709,26227,0,0,10001,22478,33209,0,17398,479,0,0,10357,26178,0,416481,0,4545,20121,181669,15260,1975,0,13187,0,0,0,99722,32427,66469,0,8569,6348,6573,0,42420,0,0,0,0,0,0,0,0,1923,601,0,0,2704,0,0,0,0,0,816,36614,0,0,0,2644,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3964,2478,5791,0,9821,38020,155701,137418,54616,303053,217,0,21320,8775,1874,283798,0,2230,22839,0,5825,217,0,2271,9937,0,132,4237,3649,16670,6951,161450,20609,2756,0,9804,0,0,0,468877,0,0,1595,0,220,0,0,0,0,0,0,0,0,2641,0,69255,0,0,8494,1370,2316,1266,0,0,0,3312,288538,43755,31006,605,3404
0,0,0,0,0,0,0,43600,0,35327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2691,2116,0,0,993,844,0,529,0,0,0,635,0,0,28561,0,0,2447,0,0,0,0,0,13557,1474,0,1768,6143,0,0,0,0,1795,0,3323,0,0,437,32171,0,0,0,0,0,0,0,0,0,0,0,33618,262514,270,0,0,0,1307,10457,7104,1324,2041,0,0,0,0,6338,0,0,314,6244
0,0,0,0,0,26837,276,0,0,0,0,0,4958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,25962,0,2970,501,412,0,0,28086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1090,7445,0,138,2383,0,0,3400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3604,0,0
0,0,0,0,2095,41879,220177,84641,27830,51282,0,0,1768,0,0,0,0,0,8360,0,0,0,0,0,0,0,0,0,0,0,0,0,80842,338,0,10056,0,0,0,402521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5199,0,10231,0,0,0,2505,13265,0,35767,8649,45951
0,0,0,0,0,1737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7681,5309,0,0,0,877,30708,2211,524,3070,0,0,6557,2058,4940,76166,0,0,2311,8457,3793,0,0,2233,1226,0,0,3791,4800,1739,0,8750,1318,967,0,12757,0,0,0,185579,0,0,0,0,0,0,0,0,0,0,0,0,303,0,0,996,0,0,0,242,0,0,0,0,0,2855,983,0,4268,1880,1178
0,0,0,0,0,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1415,0,0,0,0,0,0,0,0,0,0,0,827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,4695,356,0,1248,176,0,13714,0,944,0,0,548,10864,0,2599,0,0,17621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,314,4034,137658,0,0,0,457,0,558,0,0,0,0,0,0,0,0,0,0,0,0,0,35299,0,9550,0,0,0,34236,0,0,703,0,0,0,0,0,0,0,0,371,0,0,0,0,0,2467,0,531,0,2557,2133,4626,0,0,0,0,1475,0,0,153,0,128106,0
0,0,0,13097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75449,0,0,0,0,17268,10938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,894838,0,0,0,72489,0,0,0,0,0,0,0,0,0,0,0,0,0
2460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,537,0,0,0,0,0,0,0,0,692,121,0,0,121,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2299,721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2071,0,0,0,1685,0,0,0,548,1105,1025,0,0,1372,2061,0,0,0,0,820,0,0,870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2211,1526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
951,8445,859,0,4558,0,0,0,0,0,0,0,0,111448,9150,575446,0,0,7899,0,0,0,0,2791,0,0,559,0,0,0,7091,45379,215,0,0,76392,0,603,7399,8315,545,0,0,0,0,0,0,0,0,0,0,0,5097,0,0,0,0,20478,28278,27683,1790,1713,0,0,61039,0,1815,221871,0,6170,0
8885,0,15602,0,13548,1157,2474,39858,285,126113,0,0,0,0,0,10989,70380,3274,45749,30550,127879,7886,0,40823,0,0,0,9643,0,421658,2175,196459,48999,2893,0,37677,0,0,15639,20479,0,0,0,0,953,4476,51686,22878,428739,0,238841,0,0,15849,0,0,1710,4775,76534,0,0,34471,0,0,109,0,0,0,54314,0,4402
96467,926707,4758973,2501,258439,304530,773731,391836,8006349,7600693,4995,509388,2751629,401841,1395234,2888172,1989946,1507188,432550,64735,484059,252212,12215,1475535,22665,2464221,6207906,121817,77431,84063,106655,2101281,135420,676844,0,2206518,37689,75041,2427033,1885917,4631980,2111,0,944431,19692,6759050,11229792,6690658,1559378,0,781416,6363050,596941,11672,1299,599579,0,1137215,4218062,3277426,4761100,3155471,2522884,3068692,1713463,1921155,2093764,10705727,3229899,4755863,2217996
0,53626,0,0,28277,0,0,0,0,0,0,0,0,0,0,0,2208819,1716023,290185,37338,260952,0,0,0,4618,0,0,74063,27660,13715,0,0,78202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1353481,0,495065,0,0,0,746,401205,1717,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1361,0,0,0,0,0,0,1987,0,0,0,0,3742,0,1422,0,0,0,432,0,0,0,312,0,3169,0,6849,0,0,0,15206,0,0,0,0,0,0,391,0,185,2533,5685,0,0,0,0,0,0,0,0,0,0,0,0,3934,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3616,0,0,0,0,0,380,0,0,0,0,0,0,0,0,0,0,0,0,0
7794,110,0,0,0,0,5605,0,0,0,0,0,0,26946,10466,14657,0,0,539,0,0,0,0,707,0,0,0,0,659,0,0,0,2972,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,0,0,0,0,0
0,0,0,0,0,0,881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2692,0,0,0,0,0,10498,102,0,0,0,0,0,0,0,1039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,17969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,0,5284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,18404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,50596,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,65350,13227,0,5656,75674,40914,254140,5077,327616,0,0,157259,124288,39854,30077,0,0,40243,0,0,8094,0,3219,37505,0,0,13977,0,23562,550,564070,19282,2337,0,0,0,0,2011,890809,0,0,0,0,0,0,0,0,0,0,0,3113,6566,0,0,0,0,0,22245,44,0,3347,0,0,0,2532,0,284728,1242646,0,12037
385131,14788,0,0,0,3613,0,6277,0,29143,19456,0,1491634,0,0,0,840864,0,134978,101203,0,8065589,242995,9360,12845830,34261,0,0,0,0,0,0,215,0,0,0,289713,1038485,1177127,0,0,0,0,0,0,91656,0,143835,0,0,0,0,0,0,81925,112,29916,0,0,0,0,230277,0,0,0,0,0,0,561745,23009,252592
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219735,268905,23862,0,5249,101907,22352,109415,0,0,0,0,233,28013,0,11161,3541,0,36838,0,90405,9571,0,5698,120,0,623,0,0,0,267,0,164251,150899,0,0,0,0,0,8765,0,0,3154,0,0,0,0,0,0,0,0,20210,11041,0,0,0,0,1022,0,0,0,22532,758,0,0,10731,0,0,15094,0,8991
0,0,0,0,0,0,0,0,0,0,0,0,0,3007,0,0,0,0,2087,0,0,0,0,0,9744,0,0,0,0,0,5898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
